id,itemnum,itemtype,min_level,max_level,prob,map,mob,alt
229,38,12,0,0,300,51,-,0|0|0|0|0|0|0|0
230,9,12,0,0,200,51,-,0|0|0|0|0|0|0|0
231,39,12,0,0,200,51,-,0|0|0|0|0|0|0|0
232,40,12,0,0,200,51,-,0|0|0|0|0|0|0|0
233,10,12,0,0,200,51,-,0|0|0|0|0|0|0|0
234,211,12,0,0,100,51,-,0|0|0|0|0|0|0|0
235,221,12,0,0,100,51,-,0|0|0|0|0|0|0|0
236,212,12,0,0,100,51,-,0|0|0|0|0|0|0|0
237,47,12,0,0,300,52,-,0|0|0|0|0|0|0|0
238,57,12,0,0,300,52,-,0|0|0|0|0|0|0|0
239,118,12,0,0,100,52,-,0|0|0|0|0|0|0|0
240,119,12,0,0,100,52,-,0|0|0|0|0|0|0|0
241,144,12,0,0,100,52,-,0|0|0|0|0|0|0|0
242,48,12,0,0,200,52,-,0|0|0|0|0|0|0|0
243,58,12,0,0,400,52,-,0|0|0|0|0|0|0|0
244,49,12,0,0,200,52,-,0|0|0|0|0|0|0|0
245,59,12,0,0,100,52,-,0|0|0|0|0|0|0|0
246,50,12,0,0,200,52,-,0|0|0|0|0|0|0|0
247,60,12,0,0,200,52,-,0|0|0|0|0|0|0|0
248,211,12,0,0,100,52,-,0|0|0|0|0|0|0|0
249,221,12,0,0,100,52,-,0|0|0|0|0|0|0|0
250,212,12,0,0,100,52,-,0|0|0|0|0|0|0|0
251,48,12,0,0,100,53,-,0|0|0|0|0|0|0|0
252,58,12,0,0,300,53,-,0|0|0|0|0|0|0|0
253,119,12,0,0,100,53,-,0|0|0|0|0|0|0|0
254,144,12,0,0,100,53,-,0|0|0|0|0|0|0|0
255,38,12,0,0,200,53,-,0|0|0|0|0|0|0|0
256,8,12,0,0,100,53,-,0|0|0|0|0|0|0|0
257,9,12,0,0,200,53,-,0|0|0|0|0|0|0|0
258,39,12,0,0,100,53,-,0|0|0|0|0|0|0|0
259,59,12,0,0,200,53,-,0|0|0|0|0|0|0|0
260,49,12,0,0,100,53,-,0|0|0|0|0|0|0|0
261,10,12,0,0,100,53,-,0|0|0|0|0|0|0|0
262,40,12,0,0,100,53,-,0|0|0|0|0|0|0|0
263,60,12,0,0,200,53,-,0|0|0|0|0|0|0|0
264,50,12,0,0,100,53,-,0|0|0|0|0|0|0|0
265,211,12,0,0,100,53,-,0|0|0|0|0|0|0|0
266,221,12,0,0,100,53,-,0|0|0|0|0|0|0|0
267,212,12,0,0,100,53,-,0|0|0|0|0|0|0|0
268,9,12,0,0,200,54,-,0|0|0|0|0|0|0|0
269,39,12,0,0,200,54,-,0|0|0|0|0|0|0|0
270,49,12,0,0,200,54,-,0|0|0|0|0|0|0|0
271,120,12,0,0,100,54,-,0|0|0|0|0|0|0|0
272,144,12,0,0,100,54,-,0|0|0|0|0|0|0|0
273,10,12,0,0,300,54,-,0|0|0|0|0|0|0|0
274,40,12,0,0,300,54,-,0|0|0|0|0|0|0|0
275,50,12,0,0,300,54,-,0|0|0|0|0|0|0|0
276,60,12,0,0,300,54,-,0|0|0|0|0|0|0|0
277,211,12,0,0,100,54,-,0|0|0|0|0|0|0|0
278,221,12,0,0,100,54,-,0|0|0|0|0|0|0|0
279,212,12,0,0,100,54,-,0|0|0|0|0|0|0|0
280,194,12,0,0,300,55,-,0|0|0|0|0|0|0|0
281,144,12,0,0,200,55,-,0|0|0|0|0|0|0|0
282,9,12,0,0,300,55,-,0|0|0|0|0|0|0|0
283,39,12,0,0,300,55,-,0|0|0|0|0|0|0|0
284,49,12,0,0,300,55,-,0|0|0|0|0|0|0|0
285,59,12,0,0,300,55,-,0|0|0|0|0|0|0|0
286,10,12,0,0,200,55,-,0|0|0|0|0|0|0|0
287,40,12,0,0,200,55,-,0|0|0|0|0|0|0|0
288,50,12,0,0,200,55,-,0|0|0|0|0|0|0|0
289,60,12,0,0,200,55,-,0|0|0|0|0|0|0|0
290,211,12,0,0,100,55,-,0|0|0|0|0|0|0|0
291,221,12,0,0,100,55,-,0|0|0|0|0|0|0|0
292,212,12,0,0,100,55,-,0|0|0|0|0|0|0|0
293,194,12,0,0,300,56,-,0|0|0|0|0|0|0|0
294,144,12,0,0,200,56,-,0|0|0|0|0|0|0|0
295,10,12,0,0,300,56,-,0|0|0|0|0|0|0|0
296,40,12,0,0,300,56,-,0|0|0|0|0|0|0|0
297,50,12,0,0,300,56,-,0|0|0|0|0|0|0|0
298,60,12,0,0,300,56,-,0|0|0|0|0|0|0|0
299,9,12,0,0,200,56,-,0|0|0|0|0|0|0|0
300,39,12,0,0,200,56,-,0|0|0|0|0|0|0|0
301,49,12,0,0,200,56,-,0|0|0|0|0|0|0|0
302,59,12,0,0,200,56,-,0|0|0|0|0|0|0|0
303,211,12,0,0,100,56,-,0|0|0|0|0|0|0|0
304,221,12,0,0,100,56,-,0|0|0|0|0|0|0|0
305,212,12,0,0,100,56,-,0|0|0|0|0|0|0|0
306,173,12,0,0,1000,0,1,0|0|0|0|0|0|0|0
307,173,12,0,0,1000,0,8,0|0|0|0|0|0|0|0
308,173,12,0,0,1000,0,9,0|0|0|0|0|0|0|0
309,173,12,0,0,1000,0,10,0|0|0|0|0|0|0|0
310,173,12,0,0,1000,0,1275,0|0|0|0|0|0|0|0
311,173,12,0,0,1000,0,1276,0|0|0|0|0|0|0|0
312,173,12,0,0,1000,0,1277,0|0|0|0|0|0|0|0
313,173,12,0,0,1000,0,1701,0|0|0|0|0|0|0|0
314,173,12,0,0,1000,0,1702,0|0|0|0|0|0|0|0
315,173,12,0,0,1000,0,1703,0|0|0|0|0|0|0|0
316,173,12,0,0,1000,0,1704,0|0|0|0|0|0|0|0
317,173,12,0,0,1000,0,1705,0|0|0|0|0|0|0|0
318,173,12,0,0,1000,0,1706,0|0|0|0|0|0|0|0
319,173,12,0,0,1000,0,1707,0|0|0|0|0|0|0|0
320,173,12,0,0,1000,0,1708,0|0|0|0|0|0|0|0
321,171,12,0,0,500,0,1,0|0|0|0|0|0|0|0
322,171,12,0,0,500,0,8,0|0|0|0|0|0|0|0
323,171,12,0,0,500,0,9,0|0|0|0|0|0|0|0
324,171,12,0,0,500,0,10,0|0|0|0|0|0|0|0
325,171,12,0,0,500,0,1275,0|0|0|0|0|0|0|0
326,171,12,0,0,500,0,1276,0|0|0|0|0|0|0|0
327,171,12,0,0,500,0,1277,0|0|0|0|0|0|0|0
328,171,12,0,0,500,0,1701,0|0|0|0|0|0|0|0
329,171,12,0,0,500,0,1702,0|0|0|0|0|0|0|0
330,171,12,0,0,500,0,1703,0|0|0|0|0|0|0|0
331,171,12,0,0,500,0,1704,0|0|0|0|0|0|0|0
332,171,12,0,0,500,0,1705,0|0|0|0|0|0|0|0
333,171,12,0,0,500,0,1706,0|0|0|0|0|0|0|0
334,171,12,0,0,500,0,1707,0|0|0|0|0|0|0|0
335,171,12,0,0,500,0,1708,0|0|0|0|0|0|0|0
336,120,10,0,0,100,0,1,0|0|0|0|0|0|0|0
337,120,10,0,0,100,0,8,0|0|0|0|0|0|0|0
338,120,10,0,0,100,0,9,0|0|0|0|0|0|0|0
339,120,10,0,0,100,0,10,0|0|0|0|0|0|0|0
340,120,10,0,0,100,0,1275,0|0|0|0|0|0|0|0
341,120,10,0,0,100,0,1276,0|0|0|0|0|0|0|0
342,120,10,0,0,100,0,1277,0|0|0|0|0|0|0|0
343,120,10,0,0,100,0,1701,0|0|0|0|0|0|0|0
344,120,10,0,0,100,0,1702,0|0|0|0|0|0|0|0
345,120,10,0,0,100,0,1703,0|0|0|0|0|0|0|0
346,120,10,0,0,100,0,1704,0|0|0|0|0|0|0|0
347,120,10,0,0,100,0,1705,0|0|0|0|0|0|0|0
348,120,10,0,0,100,0,1706,0|0|0|0|0|0|0|0
349,120,10,0,0,100,0,1707,0|0|0|0|0|0|0|0
350,120,10,0,0,100,0,1708,0|0|0|0|0|0|0|0
351,101,10,0,0,100,0,1,0|0|0|0|0|0|0|0
352,101,10,0,0,100,0,8,0|0|0|0|0|0|0|0
353,101,10,0,0,100,0,9,0|0|0|0|0|0|0|0
354,101,10,0,0,100,0,10,0|0|0|0|0|0|0|0
355,101,10,0,0,100,0,1275,0|0|0|0|0|0|0|0
356,101,10,0,0,100,0,1276,0|0|0|0|0|0|0|0
357,101,10,0,0,100,0,1277,0|0|0|0|0|0|0|0
358,101,10,0,0,100,0,1701,0|0|0|0|0|0|0|0
359,101,10,0,0,100,0,1702,0|0|0|0|0|0|0|0
360,101,10,0,0,100,0,1703,0|0|0|0|0|0|0|0
361,101,10,0,0,100,0,1704,0|0|0|0|0|0|0|0
362,101,10,0,0,100,0,1705,0|0|0|0|0|0|0|0
363,101,10,0,0,100,0,1706,0|0|0|0|0|0|0|0
364,101,10,0,0,100,0,1707,0|0|0|0|0|0|0|0
365,101,10,0,0,100,0,1708,0|0|0|0|0|0|0|0
366,31,8,0,0,100,0,1,0|0|0|0|0|0|0|0
367,31,8,0,0,100,0,8,0|0|0|0|0|0|0|0
368,31,8,0,0,100,0,9,0|0|0|0|0|0|0|0
369,31,8,0,0,100,0,10,0|0|0|0|0|0|0|0
370,31,8,0,0,100,0,1275,0|0|0|0|0|0|0|0
371,31,8,0,0,100,0,1276,0|0|0|0|0|0|0|0
372,31,8,0,0,100,0,1277,0|0|0|0|0|0|0|0
373,31,8,0,0,100,0,1701,0|0|0|0|0|0|0|0
374,31,8,0,0,100,0,1702,0|0|0|0|0|0|0|0
375,31,8,0,0,100,0,1703,0|0|0|0|0|0|0|0
376,31,8,0,0,100,0,1704,0|0|0|0|0|0|0|0
377,31,8,0,0,100,0,1705,0|0|0|0|0|0|0|0
378,31,8,0,0,100,0,1706,0|0|0|0|0|0|0|0
379,31,8,0,0,100,0,1707,0|0|0|0|0|0|0|0
380,31,8,0,0,100,0,1708,0|0|0|0|0|0|0|0
381,2,8,0,0,100,0,1,0|0|0|0|0|0|0|0
382,2,8,0,0,100,0,8,0|0|0|0|0|0|0|0
383,2,8,0,0,100,0,9,0|0|0|0|0|0|0|0
384,2,8,0,0,100,0,10,0|0|0|0|0|0|0|0
385,2,8,0,0,100,0,1275,0|0|0|0|0|0|0|0
386,2,8,0,0,100,0,1276,0|0|0|0|0|0|0|0
387,2,8,0,0,100,0,1277,0|0|0|0|0|0|0|0
388,2,8,0,0,100,0,1701,0|0|0|0|0|0|0|0
389,2,8,0,0,100,0,1702,0|0|0|0|0|0|0|0
390,2,8,0,0,100,0,1703,0|0|0|0|0|0|0|0
391,2,8,0,0,100,0,1704,0|0|0|0|0|0|0|0
392,2,8,0,0,100,0,1705,0|0|0|0|0|0|0|0
393,2,8,0,0,100,0,1706,0|0|0|0|0|0|0|0
394,2,8,0,0,100,0,1707,0|0|0|0|0|0|0|0
395,2,8,0,0,100,0,1708,0|0|0|0|0|0|0|0
396,161,8,0,0,100,0,1,0|0|0|0|0|0|0|0
397,161,8,0,0,100,0,8,0|0|0|0|0|0|0|0
398,161,8,0,0,100,0,9,0|0|0|0|0|0|0|0
399,161,8,0,0,100,0,10,0|0|0|0|0|0|0|0
400,161,8,0,0,100,0,1275,0|0|0|0|0|0|0|0
401,161,8,0,0,100,0,1276,0|0|0|0|0|0|0|0
402,161,8,0,0,100,0,1277,0|0|0|0|0|0|0|0
403,161,8,0,0,100,0,1701,0|0|0|0|0|0|0|0
404,161,8,0,0,100,0,1702,0|0|0|0|0|0|0|0
405,161,8,0,0,100,0,1703,0|0|0|0|0|0|0|0
406,161,8,0,0,100,0,1704,0|0|0|0|0|0|0|0
407,161,8,0,0,100,0,1705,0|0|0|0|0|0|0|0
408,161,8,0,0,100,0,1706,0|0|0|0|0|0|0|0
409,161,8,0,0,100,0,1707,0|0|0|0|0|0|0|0
410,161,8,0,0,100,0,1708,0|0|0|0|0|0|0|0
411,201,8,0,0,100,0,1,0|0|0|0|0|0|0|0
412,201,8,0,0,100,0,8,0|0|0|0|0|0|0|0
413,201,8,0,0,100,0,9,0|0|0|0|0|0|0|0
414,201,8,0,0,100,0,10,0|0|0|0|0|0|0|0
415,201,8,0,0,100,0,1275,0|0|0|0|0|0|0|0
416,201,8,0,0,100,0,1276,0|0|0|0|0|0|0|0
417,201,8,0,0,100,0,1277,0|0|0|0|0|0|0|0
418,201,8,0,0,100,0,1701,0|0|0|0|0|0|0|0
419,201,8,0,0,100,0,1702,0|0|0|0|0|0|0|0
420,201,8,0,0,100,0,1703,0|0|0|0|0|0|0|0
421,201,8,0,0,100,0,1704,0|0|0|0|0|0|0|0
422,201,8,0,0,100,0,1705,0|0|0|0|0|0|0|0
423,201,8,0,0,100,0,1706,0|0|0|0|0|0|0|0
424,201,8,0,0,100,0,1707,0|0|0|0|0|0|0|0
425,201,8,0,0,100,0,1708,0|0|0|0|0|0|0|0
426,3,2,0,0,100,0,1,0|0|0|0|0|0|0|0
427,3,2,0,0,100,0,8,0|0|0|0|0|0|0|0
428,3,2,0,0,100,0,9,0|0|0|0|0|0|0|0
429,3,2,0,0,100,0,10,0|0|0|0|0|0|0|0
430,3,2,0,0,100,0,1275,0|0|0|0|0|0|0|0
431,3,2,0,0,100,0,1276,0|0|0|0|0|0|0|0
432,3,2,0,0,100,0,1277,0|0|0|0|0|0|0|0
